# 
# Header Description:
# 
# Version: v2.0.0.1 Platform: 7.1.1 Manufacturer: OnePlus Model: ONEPLUS A5000
# 
# Raw,ElapsedRealtimeMillis,TimeNanos,LeapSecond,TimeUncertaintyNanos,FullBiasNanos,BiasNanos,BiasUncertaintyNanos,DriftNanosPerSecond,DriftUncertaintyNanosPerSecond,HardwareClockDiscontinuityCount,Svid,TimeOffsetNanos,State,ReceivedSvTimeNanos,ReceivedSvTimeUncertaintyNanos,Cn0DbHz,PseudorangeRateMetersPerSecond,PseudorangeRateUncertaintyMetersPerSecond,AccumulatedDeltaRangeState,AccumulatedDeltaRangeMeters,AccumulatedDeltaRangeUncertaintyMeters,CarrierFrequencyHz,CarrierCycles,CarrierPhase,CarrierPhaseUncertainty,MultipathIndicator,SnrInDb,ConstellationType,AgcDb,CarrierFrequencyHz
# 
# Fix,Provider,Latitude,Longitude,Altitude,Speed,Accuracy,(UTC)TimeInMs
# 
# Nav,Svid,Type,Status,MessageId,Sub-messageId,Data(Bytes)
# 
Fix,gps,22.327171,114.256043,23.307068,1.950000,13.936001,1512624905000
Raw,918057360,1008267458000000,,,-1195651854979888640,0.0,139.35018796473742,-11.313689153393007,19.781691112666312,871,2,0.0,7183,365721354089817,89,16.8,-165.2510223388672,2.5235002040863037,0,0.0,0.0,,,,,0,,6,,
Raw,918057361,1008267458000000,,,-1195651854979888640,0.0,139.35018796473742,-11.313689153393007,19.781691112666312,871,3,0.0,7183,365721349199023,592,17.5,207.33447265625,4.212000370025635,0,0.0,0.0,,,,,0,,6,,
Raw,918057361,1008267458000000,,,-1195651854979888640,0.0,139.35018796473742,-11.313689153393007,19.781691112666312,871,7,0.0,7183,365721351282673,40,21.2,-168.48602294921875,0.6800000071525574,0,0.0,0.0,,,,,0,,6,,
Raw,918057362,1008267458000000,,,-1195651854979888640,0.0,139.35018796473742,-11.313689153393007,19.781691112666312,871,8,0.0,7183,365721362903310,70,17.3,28.762889862060547,0.9434999823570251,0,0.0,0.0,,,,,0,,6,,
Raw,918057362,1008267458000000,,,-1195651854979888640,0.0,139.35018796473742,-11.313689153393007,19.781691112666312,871,26,0.0,7183,365721354078983,265,15.7,-273.6327819824219,9.353500366210938,0,0.0,0.0,,,,,0,,6,,
Raw,918057363,1008267458000000,,,-1195651854979888640,0.0,139.35018796473742,-11.313689153393007,19.781691112666312,871,16,0.0,207,30904369951962,61,18.0,-478.5072937011719,1.2899999618530273,0,0.0,0.0,,,,,0,,3,,
Raw,918057363,1008267458000000,,,-1195651854979888640,0.0,139.35018796473742,-11.313689153393007,19.781691112666312,871,15,0.0,207,30904365667922,40,21.7,332.0921936035156,1.0540000200271606,0,0.0,0.0,,,,,0,,3,,
Raw,918057364,1008267458000000,,,-1195651854979888640,0.0,139.35018796473742,-11.313689153393007,19.781691112666312,871,5,0.0,207,30904366020078,70,19.0,78.81288146972656,3.4555001258850098,0,0.0,0.0,,,,,0,,3,,
Raw,918057365,1008267458000000,,,-1195651854979888640,0.0,139.35018796473742,-11.313689153393007,19.781691112666312,871,21,0.0,207,30904366426673,35,22.9,4.456942558288574,0.9954999685287476,0,0.0,0.0,,,,,0,,3,,
Raw,918057365,1008267458000000,,,-1195651854979888640,0.0,139.35018796473742,-11.313689153393007,19.781691112666312,871,5,0.0,15,365722355735375,43,22.8,397.1143493652344,2.249000072479248,0,0.0,0.0,,,,,0,,1,,
